ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\version.py:36(InvalidVersion)
362,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\version.py:48(<lambda>)
362,0.000,0.000,0.001,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\version.py:47(__lt__)
362,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\version.py:54(<lambda>)
362,0.000,0.000,0.001,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\version.py:53(__eq__)
724,0.001,0.000,0.001,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\version.py:65(_compare)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\version.py:42(_BaseVersion)
340,0.000,0.000,0.007,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\version.py:74(__init__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\version.py:72(LegacyVersion)
1436,0.002,0.000,0.003,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\version.py:114(_parse_version_parts)
340,0.002,0.000,0.006,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\version.py:131(_legacy_cmpkey)
1318,0.001,0.000,0.001,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\version.py:207(<genexpr>)
680,0.005,0.000,0.014,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\version.py:198(__init__)
690,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\version.py:244(<genexpr>)
8,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\version.py:261(<genexpr>)
178,0.001,0.000,0.001,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\version.py:236(__str__)
1,0.000,0.000,0.006,0.006,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\version.py:191(Version)
1020,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\version.py:298(_parse_letter_version)
16,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\version.py:338(<genexpr>)
340,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\version.py:332(_parse_local_version)
456,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\version.py:352(<lambda>)
16,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\version.py:389(<genexpr>)
340,0.002,0.000,0.003,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\version.py:343(_cmpkey)
1,0.000,0.000,0.010,0.010,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\version.py:4(<module>)
680,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\_structures.py:33(__neg__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\_structures.py:7(Infinity)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\_structures.py:39(NegativeInfinity)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\_structures.py:4(<module>)
340,0.000,0.000,0.001,0.000,<string>:1(__new__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:15(InvalidSpecifier)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:21(BaseSpecifier)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:78(_IndividualSpecifier)
1,0.000,0.000,0.001,0.001,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:214(LegacySpecifier)
7,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:266(_require_version_compare)
1,0.000,0.000,0.014,0.014,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:275(Specifier)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:589(SpecifierSet)
1,0.000,0.000,0.017,0.017,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:4(<module>)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\requirements.py:18(InvalidRequirement)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\_compat.py:28(__new__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\_compat.py:27(metaclass)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\_compat.py:20(with_metaclass)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\_compat.py:4(<module>)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\requirements.py:75(Requirement)
1,0.000,0.000,0.057,0.057,C:\Python\lib\site-packages\pkg_resources\_vendor\packaging\requirements.py:4(<module>)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:183(<genexpr>)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:195(_Constants)
95,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:203(<genexpr>)
32,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:209(__init__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:205(ParseBaseException)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:261(ParseException)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:282(ParseFatalException)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:287(ParseSyntaxException)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:306(RecursiveGrammarException)
4,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:315(__init__)
16,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:317(__getitem__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:314(_ParseResultsWithOffset)
82,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:363(__new__)
82/80,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:372(__init__)
24,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:411(__getitem__)
4,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:420(__setitem__)
18,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:458(__bool__)
2,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:460(__iter__)
6,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:506(haskeys)
2,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:644(__getattr__)
2,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:666(<lambda>)
2,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:668(<listcomp>)
12,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:663(__iadd__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:324(ParseResults)
26,0.000,0.000,0.009,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1047(extract_stack)
12,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1069(wrapper)
27,0.000,0.000,0.010,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1039(_trim_arity)
335,0.002,0.000,0.002,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1144(__init__)
471,0.001,0.000,0.007,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1167(copy)
45,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1190(setName)
16,0.000,0.000,0.001,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1204(setResultsName)
25,0.000,0.000,0.010,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1250(setParseAction)
2,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1288(addParseAction)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1298(addCondition)
60,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1351(preParse)
46,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1366(postParse)
102/2,0.000,0.000,0.001,0.001,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1370(_parseNoCache)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1455(_UnboundedCache)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1478(_FifoCache)
2,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1567(resetCache)
2,0.000,0.000,0.002,0.001,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1608(parseString)
83,0.000,0.000,0.002,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1821(__add__)
4,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1841(__radd__)
12/2,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1926(makeOptionalList)
3,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1877(__mul__)
48,0.000,0.000,0.001,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1948(__or__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1972(__xor__)
4,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2020(__invert__)
14,0.000,0.000,0.001,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2026(__call__)
12,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2045(suppress)
78,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2052(leaveWhitespace)
170,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2061(setWhitespaceChars)
96,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2153(__str__)
61,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2159(streamline)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1103(ParserElement)
120,0.000,0.000,0.001,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2368(__init__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2364(Token)
3,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2376(__init__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2372(Empty)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2383(NoMatch)
69,0.000,0.000,0.001,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2412(__init__)
12,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2431(parseImpl)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2398(Literal)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2439(Keyword)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2504(CaselessLiteral)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2527(CaselessKeyword)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2545(CloseMatch)
188,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2656(<genexpr>)
12,0.001,0.000,0.002,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2653(__init__)
16,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2707(parseImpl)
16,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2751(charsAsStr)
23,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2742(__str__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2606(Word)
26,0.000,0.000,0.017,0.001,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2779(__init__)
20,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2813(parseImpl)
42,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2826(__str__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2765(Regex)
2,0.000,0.000,0.001,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2863(__init__)
2,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2963(__str__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2838(QuotedString)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2991(__init__)
4,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3015(parseImpl)
5,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3032(__str__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2975(CharsNotIn)
3,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3064(<genexpr>)
3,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3066(<genexpr>)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3061(__init__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3046(White)
6,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3098(__init__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3097(_PositionToken)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3104(GoToColumn)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3151(__init__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3130(LineStart)
3,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3164(__init__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3160(LineEnd)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3184(__init__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3180(StringStart)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3199(__init__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3195(StringEnd)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3213(WordStart)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3233(WordEnd)
266,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3270(<genexpr>)
133,0.001,0.000,0.002,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3260(__init__)
61,0.000,0.000,0.004,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3292(<listcomp>)
61/11,0.000,0.000,0.005,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3288(leaveWhitespace)
19/4,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3319(streamline)
4,0.000,0.000,0.001,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3353(setResultsName)
131/65,0.000,0.000,0.004,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3365(<listcomp>)
131/65,0.000,0.000,0.005,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3363(copy)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3256(ParseExpression)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3384(_ErrorStop)
195,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3392(<genexpr>)
84,0.001,0.000,0.002,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3390(__init__)
10/2,0.000,0.000,0.001,0.001,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3397(parseImpl)
41,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3439(<genexpr>)
13/12,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3434(__str__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3368(And)
2,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3461(<genexpr>)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3458(__init__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3444(Or)
139,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3543(<genexpr>)
48,0.000,0.000,0.001,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3540(__init__)
20/8,0.000,0.000,0.001,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3547(parseImpl)
41,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3581(<genexpr>)
14,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3576(__str__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3523(MatchFirst)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3591(Each)
82,0.000,0.000,0.001,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3719(__init__)
16/2,0.000,0.000,0.001,0.001,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3737(parseImpl)
36/11,0.000,0.000,0.007,0.001,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3743(leaveWhitespace)
15/4,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3762(streamline)
9,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3781(__str__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3715(ParseElementEnhance)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3792(FollowedBy)
4,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3829(__init__)
9,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3841(__str__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3818(NotAny)
11,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3851(__init__)
2,0.000,0.000,0.001,0.001,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3859(parseImpl)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3850(_MultipleMatch)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3914(__str__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3888(OneOrMore)
8,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3935(__init__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3923(ZeroOrMore)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3954(_NullToken)
28,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3997(__init__)
2,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4003(parseImpl)
9,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4017(__str__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3962(Optional)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4026(SkipTo)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4160(__init__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4163(__lshift__)
2,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4214(copy)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4141(Forward)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4222(_ForwardNoRecurse)
38,0.000,0.000,0.001,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4230(__init__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4226(TokenConverter)
12,0.000,0.000,0.007,0.001,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4251(__init__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4234(Combine)
5,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4292(__init__)
6,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4296(postParse)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4278(Group)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4335(__init__)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4299(Dict)
4,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4383(postParse)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4364(Suppress)
1,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4390(OnlyOnce)
2,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4450(delimitedList)
15,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4565(_escapeRegexRangeChars)
2,0.000,0.000,0.002,0.001,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4681(originalTextFor)
12,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4757(<lambda>)
97,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4781(<genexpr>)
6,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4781(<lambda>)
8,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4783(<genexpr>)
2,0.000,0.000,0.002,0.001,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4763(srange)
7,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4825(tokenMap)
94,0.000,0.000,0.000,0.000,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4890(<genexpr>)
1,0.000,0.000,0.002,0.002,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4875(_makeTags)
1,0.000,0.000,0.002,0.002,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4904(makeHTMLTags)
1,0.000,0.000,0.010,0.010,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:5399(pyparsing_common)
1,0.001,0.001,0.025,0.025,C:\Python\lib\site-packages\pkg_resources\_vendor\pyparsing.py:75(<module>)
1,0.000,0.000,0.000,0.000,C:\Python\lib\sysconfig.py:100(_safe_realpath)
